Code,Item Description
035112ST,PODOCARPUS LAW BLUE TREASURE
035161,PODOCARPUS LAW PURPLE KING
035162,PODOCARPUS LAW PURPLE KING
035162ST,PODOCARPUS LAW PURPLE KING
035165,PODOCARPUS LAW PURPLE KING
035165ST,PODOCARPUS LAW PURPLE KING
035131,PODOCARPUS LAW RED TIP
035132,PODOCARPUS LAW RED TIP
066461,PODOCARPUS MAC JRUTER
066501ST,PODOCARPUS MACRO MAKI
066505ST,PODOCARPUS MACRO MAKI
066507ST,PODOCARPUS MACRO MAKI
071982,PODOCARPUS MACRO PRINGILII
066451ST,PODOCARPUS MACROPHYLLUS
066455,PODOCARPUS MACROPHYLLUS
066455P2,PODOCARPUS MACROPHYLLUS
066455P3,PODOCARPUS MACROPHYLLUS
066455ST,PODOCARPUS MACROPHYLLUS
037042,PODOCARPUS N COUNTY PARK FIRE
037051,PODOCARPUS NIV PINK TIP
037052,PODOCARPUS NIV PINK TIP
049925,PODOCARPUS SALIGNUS
03656UT,POLE STAIRWAY TO HEAVEN P15187
036561,POLE STAIRWAY TO HEAVEN P15187
06536UT,POLEMONIUM BRISE D'ANJOU P9781
065361,POLEMONIUM BRISE D'ANJOU P9781
09336UT,POLIOMINTHA BUSTAMANTE HINKLEY
093361,POLIOMINTHA BUSTAMANTE HINKLEY
093365,POLIOMINTHA BUSTAMANTE HINKLEY
030132,POLYGALA PETITE BUTTERFLIES
015161,POLYGONATUM FAL VARIEGATUM
066601,POLYGONUM AUBERTII
066605,POLYGONUM AUBERTII
018315,POPULUS TREMULA ERECTA
066691,POTENTILLA ABBOTSWOOD
066692,POTENTILLA ABBOTSWOOD
066781,POTENTILLA FROSTY R P10987
066782,POTENTILLA FROSTY R P10987
066801,POTENTILLA GOLD STAR
066801S,POTENTILLA GOLD STAR
066802,POTENTILLA GOLD STAR
066681,POTENTILLA GOLDFINGER
066681S,POTENTILLA GOLDFINGER
066682,POTENTILLA GOLDFINGER
066685,POTENTILLA GOLDFINGER
06264UT,POTENTILLA NEUMANNIANA NANA
086651,POTENTILLA PINK BEAUTY P9874
086652,POTENTILLA PINK BEAUTY P9874
066771,POTENTILLA RED ACE
066772,POTENTILLA RED ACE
066741,POTENTILLA SUNSET
066742,POTENTILLA SUNSET
06265UT,PRATIA ANGULATA
06266UT,PRATIA P COUNTY PARK
066845,PROSOPIS CHIL-THORNLESS
06684M,PROSOPIS CHIL-THORNLESS
039065,PROSOPIS GL MAVERICK TM
053842,PROSTANTHERA CUN BADJA PEAK
053845,PROSTANTHERA CUN BADJA PEAK
016515,PRUNUS AMANOGAWA
067001,PRUNUS CAR BRIGHT N TIGHT TM
067005,PRUNUS CAR BRIGHT N TIGHT TM
067009,PRUNUS CAR BRIGHT N TIGHT TM
06700M,PRUNUS CAR BRIGHT N TIGHT TM
06700X,PRUNUS CAR BRIGHT N TIGHT TM
066835,PRUNUS CER KRAUTER VESUVIUS
066885,PRUNUS CER THUNDERCLOUD
06688M,PRUNUS CER THUNDERCLOUD
031815,PRUNUS CRMSON POINTE TM P19564
03181M,PRUNUS CRMSON POINTE TM P19564
016525,PRUNUS DREAM CATCHER
01655M,PRUNUS KIKU-ZAKURA ON SERRULA
01654M,PRUNUS KWANZAN ON SERRULA
019095,PRUNUS LAUR ETNA
019097,PRUNUS LAUR ETNA
067101,PRUNUS LAUR MT VERNON
067102,PRUNUS LAUR MT VERNON
067071,PRUNUS LAUR NANA
067075,PRUNUS LAUR NANA
067151,PRUNUS LAUR OTTO LUYKEN
067152,PRUNUS LAUR OTTO LUYKEN
067155,PRUNUS LAUR OTTO LUYKEN
067157,PRUNUS LAUR OTTO LUYKEN
067171,PRUNUS LAUR SCHIPKAENSIS
067172,PRUNUS LAUR SCHIPKAENSIS
067175,PRUNUS LAUR SCHIPKAENSIS
067177,PRUNUS LAUR SCHIPKAENSIS
067051,PRUNUS LAUROCERASUS
067051S,PRUNUS LAUROCERASUS
067055,PRUNUS LAUROCERASUS
067057,PRUNUS LAUROCERASUS
067051C,PRUNUS LAUROCERASUS (CA CERT)
067055C,PRUNUS LAUROCERASUS (CA CERT)
056272,PRUNUS LUSITANICA VARIEGATA
056275,PRUNUS LUSITANICA VARIEGATA
066955,PRUNUS PEN PLENO ROSEA
066955PT,PRUNUS PEN PLENO ROSEA
06695M,PRUNUS PEN PLENO ROSEA
07030MT,PRUNUS PER BONFIRE PEACH
06624MT,PRUNUS PER FAIRTIME PEACH
06797MT,PRUNUS PER NECTAR PEACH
06627MT,PRUNUS PER O'HENRY PEACH
06796MT,PRUNUS PER SANTA BARBARA PEACH
06626MT,PRUNUS PER SNOW FLARE PP15192
028025,PRUNUS SER ANGELS BLSH R TAIZO
066915,PRUNUS SER KWANZAN
066945,PRUNUS SER MOUNT FUJI
043395,PRUNUS WEEPING EXTRAORDNARE TM
04339M,PRUNUS WEEPING EXTRAORDNARE TM
06167MT,PRUNUS X BEAUTY PLUM
06733MT,PRUNUS X BING CHERRY
059945TR,PRUNUS X BLENHEIM APRICOT
06168MT,PRUNUS X BURGUNDY PLUM
06743MT,PRUNUS X CHINESE APRICOT
066871,PRUNUS X CISTENA
066872,PRUNUS X CISTENA
066875,PRUNUS X CISTENA
066875PT,PRUNUS X CISTENA
06144MT,PRUNUS X DESERT GOLD PEACH
06798MT,PRUNUS X FANTASIA NECTARINE
06142MT,PRUNUS X FLAVORTOP NECTARINE
06143MT,PRUNUS X GLEASON ELBERTA PEACH
06741MT,PRUNUS X HARCOT APRICOT
06128MT,PRUNUS X LAPINS CHERRY
06795MT,PRUNUS X OZARK PREMIER PLUM
06735MT,PRUNUS X REDHAVEN PEACH
059965TR,PRUNUS X SANTA ROSA PLUM
05996MT,PRUNUS X SANTA ROSA PLUM
066935ST,PRUNUS X SNOW FOUNTAIN TM
06693MSE,PRUNUS X SNOW FOUNTAIN TM
06693MST,PRUNUS X SNOW FOUNTAIN TM
06799MT,PRUNUS X SNOW QUEEN NECTARINE
06141MT,PRUNUS X STELLA CHERRY
06802MT,PRUNUS X SUNRED NECTARINE
06110MT,PRUNUS X TILTON APRICOT
06116MT,PRUNUS X TROPIC GOLD APRICOT
066985,PRUNUS X YEDOENSIS AKEBONO
043082,PSEUDOPANAX LAETUS
04308M,PSEUDOPANAX LAETUS
084701,PULMONARIA DE VROOMAN'S PRIDE
011061,PULMONARIA RASP SPLASH PP12138
035611,PULMONARIA TREVI FOUNTN P13047
068012,PUNICA GR SMITH ANGLRD PP16578
068015,PUNICA GR SMITH ANGLRD PP16578
068015PT,PUNICA GR SMITH ANGLRD PP16578
06801M,PUNICA GR SMITH ANGLRD PP16578
06801MT,PUNICA GR SMITH ANGLRD PP16578
067451,PUNICA GRAN WONDERFUL
067455,PUNICA GRAN WONDERFUL
067455PT,PUNICA GRAN WONDERFUL
067401,PUNICA GRANATUM NANA
067402,PUNICA GRANATUM NANA
06740EPT,PUNICA GRANATUM NANA
06740EST,PUNICA GRANATUM NANA
060221,PUYA ALPESTRIS
067701,PYRACANTHA ANG YUKON BELLE R
067701ST,PYRACANTHA ANG YUKON BELLE R
067705,PYRACANTHA ANG YUKON BELLE R
067705DE,PYRACANTHA ANG YUKON BELLE R
067705ES,PYRACANTHA ANG YUKON BELLE R
067705PE,PYRACANTHA ANG YUKON BELLE R
067705PT,PYRACANTHA ANG YUKON BELLE R
067705ST,PYRACANTHA ANG YUKON BELLE R
067705TE,PYRACANTHA ANG YUKON BELLE R
067805,PYRACANTHA COC KASAN
068001,PYRACANTHA COC LOWBOY
068005,PYRACANTHA COC LOWBOY
068305ST,PYRACANTHA FORT GRABERI
069001ST,PYRACANTHA KOID VICTORY
069005DE,PYRACANTHA KOID VICTORY
069005ES,PYRACANTHA KOID VICTORY
069005ST,PYRACANTHA KOID VICTORY
069007ES,PYRACANTHA KOID VICTORY
068501,PYRACANTHA X MOHAVE
068501ST,PYRACANTHA X MOHAVE
068505,PYRACANTHA X MOHAVE
068505ES,PYRACANTHA X MOHAVE
068505ST,PYRACANTHA X MOHAVE
068601,PYRACANTHA X RED ELF TM
068602,PYRACANTHA X RED ELF TM
068605,PYRACANTHA X RED ELF TM
039825,PYRACANTHA X SLVRLNG TM P15517
069155,PYRUS CALL BRADFORD
069157,PYRUS CALL BRADFORD
069165,PYRUS CALL CAPITAL
069085,PYRUS CALL CLEVELAND SELECT
030595,PYRUS CALL JACK R
030597,PYRUS CALL JACK R
069195,PYRUS CALL WHITEHOUSE
069285,PYRUS KAWAKAMII
06149MT,PYRUS X BARTLETT PEAR
06146MT,PYRUS X BEURRE D'ANJOU PEAR
06152MT,PYRUS X COMICE PEAR
06163MT,PYRUS X HOSUI PEAR
039865,QUERCUS NUTTALLII CHARISMA R
039869,QUERCUS NUTTALLII CHARISMA R
069455,QUERCUS PALUSTRIS
069315,QUERCUS ROBUR FASTIGIATA
069255,QUERCUS RUBRA
069711,RATIBIDA COLUMNIFERA
020791S,RHAMNUS FRA FINELINE R PP14791
020792S,RHAMNUS FRA FINELINE R PP14791
020795,RHAMNUS FRA FINELINE R PP14791
069775,RHAMNUS FRANGULA ASPLENIFOLIA
064941,RHAPH ELEANOR TABER TM P9398
064943,RHAPH ELEANOR TABER TM P9398
064947,RHAPH ELEANOR TABER TM P9398
020061,RHAPH GEORGIA PETITE P9983
020062,RHAPH GEORGIA PETITE P9983
020063,RHAPH GEORGIA PETITE P9983
020065,RHAPH GEORGIA PETITE P9983
069851,RHAPH IND INDIAN PRINCESS R
069852,RHAPH IND INDIAN PRINCESS R
069855,RHAPH IND INDIAN PRINCESS R
021371,RHAPH INDICA BALLERINA
021372,RHAPH INDICA BALLERINA
021375,RHAPH INDICA BALLERINA
011221,RHAPH SNOW CAP R P15544
011222,RHAPH SNOW CAP R P15544
011223,RHAPH SNOW CAP R P15544
011225,RHAPH SNOW CAP R P15544
011227,RHAPH SNOW CAP R P15544
046751,RHAPH U RUTRHAPH STHRN MOON TM
046752,RHAPH U RUTRHAPH STHRN MOON TM
046753,RHAPH U RUTRHAPH STHRN MOON TM
046755,RHAPH U RUTRHAPH STHRN MOON TM
04675M,RHAPH U RUTRHAPH STHRN MOON TM
069921,RHAPH UMBELLATA MINOR
069922,RHAPH UMBELLATA MINOR
069923,RHAPH UMBELLATA MINOR
069925,RHAPH UMBELLATA MINOR
069925PT,RHAPH UMBELLATA MINOR
069601,RHAPH X MAJESTIC BEAUTY R
069605,RHAPH X MAJESTIC BEAUTY R
069605PT,RHAPH X MAJESTIC BEAUTY R
069605TR,RHAPH X MAJESTIC BEAUTY R
069607PT,RHAPH X MAJESTIC BEAUTY R
069609,RHAPH X MAJESTIC BEAUTY R
069609PT,RHAPH X MAJESTIC BEAUTY R
069609TR,RHAPH X MAJESTIC BEAUTY R
009055,RHOD (H-1) CATAW BOURSAULT
068322,RHOD (H-1) EDITH BOSLEY
068325,RHOD (H-1) EDITH BOSLEY
030461,RHOD (H-1) ELVIIRA
030462,RHOD (H-1) ELVIIRA
009401,RHOD (H-1) ENGLISH ROSEUM
009402,RHOD (H-1) ENGLISH ROSEUM
009405,RHOD (H-1) ENGLISH ROSEUM
018012,RHOD (H-1) HAAGA
018015,RHOD (H-1) HAAGA
016222,RHOD (H-1) HELLIKKI
016225,RHOD (H-1) HELLIKKI
016231,RHOD (H-1) HELSINKI UNIVERSITY
016235,RHOD (H-1) HELSINKI UNIVERSITY
009442,RHOD (H-1) HENRY'S RED
009445,RHOD (H-1) HENRY'S RED
00944M,RHOD (H-1) HENRY'S RED
009481,RHOD (H-1) IGNATIUS SARGENT
009485,RHOD (H-1) IGNATIUS SARGENT
030212,RHOD (H-1) MIKKELI
030215,RHOD (H-1) MIKKELI
009735,RHOD (H-1) NORMANDY
009751,RHOD (H-1) NOVA ZEMBLA
009752,RHOD (H-1) NOVA ZEMBLA
009755,RHOD (H-1) NOVA ZEMBLA
00975M,RHOD (H-1) NOVA ZEMBLA
009801,RHOD (H-1) P.J.M.
009802,RHOD (H-1) P.J.M.
009805,RHOD (H-1) P.J.M.
009971,RHOD (H-1) PURPLE GEM
009972,RHOD (H-1) PURPLE GEM
010051,RHOD (H-1) RAMAPO
010051S,RHOD (H-1) RAMAPO
010052,RHOD (H-1) RAMAPO
010055,RHOD (H-1) RAMAPO
010151,RHOD (H-1) ROSEUM ELEGANS
010152,RHOD (H-1) ROSEUM ELEGANS
010155,RHOD (H-1) ROSEUM ELEGANS
01015M,RHOD (H-1) ROSEUM ELEGANS
019752,RHOD (H-1) RTR BUZZER BEATER
019755,RHOD (H-1) RTR BUZZER BEATER
019765,RHOD (H-1) RTR FIRESTORM
019772,RHOD (H-1) RTR HOOPLA
019775,RHOD (H-1) RTR HOOPLA
019792,RHOD (H-1) RTR HUSKYMANIA
019795,RHOD (H-1) RTR HUSKYMANIA
020195,RHOD (H-1) RTR MARCH MADNESS
019742,RHOD (H-1) RTR SLAM DUNK
019745,RHOD (H-1) RTR SLAM DUNK
019892,RHOD (H-1) WOJNAR'S PURPLE
019895,RHOD (H-1) WOJNAR'S PURPLE
010521,RHOD (H-2) (YAK) YAKU PRINCESS
010522,RHOD (H-2) (YAK) YAKU PRINCESS
009202,RHOD (H-2) CUNNINGHAM'S WHITE
009205,RHOD (H-2) CUNNINGHAM'S WHITE
00920M,RHOD (H-2) CUNNINGHAM'S WHITE
009252,RHOD (H-2) DAPHNOIDES
009255,RHOD (H-2) DAPHNOIDES
009431,RHOD (H-2) GOMER WATERER
009432,RHOD (H-2) GOMER WATERER
009435,RHOD (H-2) GOMER WATERER
00943M,RHOD (H-2) GOMER WATERER
00945UT,RHOD (H-2) IMPEDITUM
009451,RHOD (H-2) IMPEDITUM
009451S,RHOD (H-2) IMPEDITUM
009452,RHOD (H-2) IMPEDITUM
009572,RHOD (H-2) LEE'S DARK PURPLE
009575,RHOD (H-2) LEE'S DARK PURPLE
009561,RHOD (H-2) LOOKING GLASS
009562,RHOD (H-2) LOOKING GLASS
009565,RHOD (H-2) LOOKING GLASS
009551,RHOD (H-2) LORD ROBERTS
009552,RHOD (H-2) LORD ROBERTS
009555,RHOD (H-2) LORD ROBERTS
019571,RHOD (H-2) PONTICUM
019575,RHOD (H-2) PONTICUM
019535,RHOD (H-2) PONTICUM VARIEGATUM
010071,RHOD (H-2) ROCKET
010072,RHOD (H-2) ROCKET
010075,RHOD (H-2) ROCKET
010201,RHOD (H-2) SCARLET WONDER DWRF
010202,RHOD (H-2) SCARLET WONDER DWRF
010221,RHOD (H-2) SCINTILLATION
010225,RHOD (H-2) SCINTILLATION
01022M,RHOD (H-2) SCINTILLATION
010191,RHOD (H-2) SNEEZY
010192,RHOD (H-2) SNEEZY
010195,RHOD (H-2) SNEEZY
010251,RHOD (H-2) TRILBY
010252,RHOD (H-2) TRILBY
010255,RHOD (H-2) TRILBY
010405,RHOD (H-2) VULCAN
009311,RHOD (H-3) (YAK) DREAMLAND
009312,RHOD (H-3) (YAK) DREAMLAND
009315,RHOD (H-3) (YAK) DREAMLAND
008801,RHOD (H-3) ANNA ROSE WHITNEY
008805,RHOD (H-3) ANNA ROSE WHITNEY
00880M,RHOD (H-3) ANNA ROSE WHITNEY
009491,RHOD (H-3) HOTEI
009491S,RHOD (H-3) HOTEI
009492,RHOD (H-3) HOTEI
009495,RHOD (H-3) HOTEI
009501,RHOD (H-3) JEAN MARIE DE MNTGE
009502,RHOD (H-3) JEAN MARIE DE MNTGE
009505,RHOD (H-3) JEAN MARIE DE MNTGE
019782,RHOD (H-3) PRESIDENT ROOSEVELT
019785,RHOD (H-3) PRESIDENT ROOSEVELT
026381,RHOD (H-3) RAC ROCK ROSE
026382,RHOD (H-3) RAC ROCK ROSE
026385,RHOD (H-3) RAC ROCK ROSE
010171,RHOD (H-3) SEPTEMBER SONG
010172,RHOD (H-3) SEPTEMBER SONG
010175,RHOD (H-3) SEPTEMBER SONG
010295,RHOD (H-3) TAURUS
010351,RHOD (H-3) VIRGINIA RICHARDS
010355,RHOD (H-3) VIRGINIA RICHARDS
01035M,RHOD (H-3) VIRGINIA RICHARDS
010502,RHOD (H-3) YELLOW PETTICOATS
010505,RHOD (H-3) YELLOW PETTICOATS
069891,RHUS AROMATICA GRO-LOW
069892,RHUS AROMATICA GRO-LOW
069895,RHUS AROMATICA GRO-LOW
075245,RHUS GLABRA LACINIATA
071991,RHUS OVATA
071995,RHUS OVATA
030862,RHUS TYPH TIGER EYES R P16185
030865,RHUS TYPH TIGER EYES R P16185
03086M,RHUS TYPH TIGER EYES R P16185
069905,RHUS TYPHINA LACINIATA
06990M,RHUS TYPHINA LACINIATA
058141,RIBES HERTELLUM PIXWELL
058141S,RIBES HERTELLUM PIXWELL
058142,RIBES HERTELLUM PIXWELL
068251,RIBES RUBRUM RED LAKE
068251S,RIBES RUBRUM RED LAKE
068252,RIBES RUBRUM RED LAKE
091111,RIBES SANG KING EDWARD VII
091115,RIBES SANG KING EDWARD VII
091135,RIBES SANG WHITE ICICLE
070195,ROBINIA P TWISTY BABY TM P9771
032232,RODGERSIA X FIREWORKS PPAF
069332PT,ROSA AUTUMN SUNBLAZE R P9652
071652PT,ROSA BRIDAL SUNBLAZE R P10002
024582,ROSA CARAMBA TM PP13396
024632,ROSA CHATEAU MERLOT TM PP12190
069763,ROSA CHICAGO PEACE
080283,ROSA CINCO DE MAYO PPAF
075383,ROSA DAY BREAKER
075783,ROSA DICK CLARK
075283,ROSA EASY DOES IT
075323,ROSA ELIZABETH TAYLOR
036292,ROSA FLWR CAR R AMBER PPAF
036292L,ROSA FLWR CAR R AMBER PPAF
036295PT,ROSA FLWR CAR R AMBER PPAF
036299,ROSA FLWR CAR R AMBER PPAF
069292,ROSA FLWR CAR R APLBLSM P10239
069292L,ROSA FLWR CAR R APLBLSM P10239
078182,ROSA FLWR CAR R CORAL PP14441
078182L,ROSA FLWR CAR R CORAL PP14441
078185PT,ROSA FLWR CAR R CORAL PP14441
069782,ROSA FLWR CAR R PINK
069782L,ROSA FLWR CAR R PINK
069785PT,ROSA FLWR CAR R PINK
079572,ROSA FLWR CAR R PNK SPLSH PPAF
036382,ROSA FLWR CAR R PNK SUP P16276
036382L,ROSA FLWR CAR R PNK SUP P16276
036385PT,ROSA FLWR CAR R PNK SUP P16276
036387PT,ROSA FLWR CAR R PNK SUP P16276
071602,ROSA FLWR CAR R RED P11308
071602L,ROSA FLWR CAR R RED P11308
071605PT,ROSA FLWR CAR R RED P11308
036312,ROSA FLWR CAR R SCARLET P17373
036312L,ROSA FLWR CAR R SCARLET P17373
036315PT,ROSA FLWR CAR R SCARLET P17373
070212,ROSA FLWR CAR R WHITE P9573
070212L,ROSA FLWR CAR R WHITE P9573
070215PT,ROSA FLWR CAR R WHITE P9573
018242,ROSA FLWR CAR R YELLOW PP13869
018242L,ROSA FLWR CAR R YELLOW PP13869
018245PT,ROSA FLWR CAR R YELLOW PP13869
079923,ROSA FRAGRANT CLOUD
069382PT,ROSA GOLDEN SUNBLAZE R P8493
077481S,ROSA HOME RUN R PINK PPAF
077482S,ROSA HOME RUN R PINK PPAF
077482SPT,ROSA HOME RUN R PINK PPAF
077491S,ROSA HOME RUN R RED PP18552
077492S,ROSA HOME RUN R RED PP18552
077495PT,ROSA HOME RUN R RED PP18552
069593,ROSA ICEBERG
075293,ROSA JULIA CHILD TM PP18473
042821,ROSA KNCK OUT R DBL PNK P18507
042822,ROSA KNCK OUT R DBL PNK P18507
042822S,ROSA KNCK OUT R DBL PNK P18507
042825,ROSA KNCK OUT R DBL PNK P18507
042825PT,ROSA KNCK OUT R DBL PNK P18507
023782,ROSA KNOCK OUT R BLSHNG P14700
023785,ROSA KNOCK OUT R BLSHNG P14700
030901,ROSA KNOCK OUT R DBL RD P16202
030902,ROSA KNOCK OUT R DBL RD P16202
030902S,ROSA KNOCK OUT R DBL RD P16202
030905,ROSA KNOCK OUT R DBL RD P16202
030905PT,ROSA KNOCK OUT R DBL RD P16202
011621,ROSA KNOCK OUT R P11836 (RED)
011622,ROSA KNOCK OUT R P11836 (RED)
011622S,ROSA KNOCK OUT R P11836 (RED)
011625,ROSA KNOCK OUT R P11836 (RED)
011625PT,ROSA KNOCK OUT R P11836 (RED)
011627,ROSA KNOCK OUT R P11836 (RED)
022151,ROSA KNOCK OUT R P15070 (PINK)
022152,ROSA KNOCK OUT R P15070 (PINK)
022152S,ROSA KNOCK OUT R P15070 (PINK)
022155,ROSA KNOCK OUT R P15070 (PINK)
022155PT,ROSA KNOCK OUT R P15070 (PINK)
022157,ROSA KNOCK OUT R P15070 (PINK)
034782,ROSA KNOCK OUT R RAINBW P17346
034785,ROSA KNOCK OUT R RAINBW P17346
034785PT,ROSA KNOCK OUT R RAINBW P17346
037862,ROSA KNOCK OUT R SUNNY P18562
037865,ROSA KNOCK OUT R SUNNY P18562
037865PT,ROSA KNOCK OUT R SUNNY P18562
027842,ROSA LADY ELSIE MAY TM PP15763
028762PT,ROSA LAVENDER SUNBLAZ R P11025
080293,ROSA MEMORIAL DAY
069513,ROSA MISTER LINCOLN
075393,ROSA MOONDANCE
079323,ROSA MORDEN FIREGLOW
070172,ROSA NEARLY WILD
044333,ROSA NEW DAWN
074961S,ROSA OSO EASY R CHERRYPIE PPAF
074962S,ROSA OSO EASY R CHERRYPIE PPAF
075001S,ROSA OSO EASY R HONEY BUN PPAF
075002S,ROSA OSO EASY R HONEY BUN PPAF
080721S,ROSA OSO EASY R MNGO SALSA PAF
080722S,ROSA OSO EASY R MNGO SALSA PAF
074981S,ROSA OSO EASY R PAPRIKA PPAF
074982S,ROSA OSO EASY R PAPRIKA PPAF
074991S,ROSA OSO EASY R PCHY CR P15982
074992S,ROSA OSO EASY R PCHY CR P15982
080731S,ROSA OSO EASY R STBY CR P20601
080732S,ROSA OSO EASY R STBY CR P20601
074971S,ROSA OSO HPY TM CNDY OH!P20471
074972S,ROSA OSO HPY TM CNDY OH!P20471
069543,ROSA PEACE
022635,ROSA PINK DRIFT (R) PP18874
075333,ROSA PINK PROMISE
075343,ROSA QUEEN ELIZABETH
037822PT,ROSA RAINBOW SUNBLAZE R P17481
036025,ROSA RASPBERRY RUGOSTAR R PPAF
022645,ROSA RED DRIFT (R) PP 17877
071322PT,ROSA RED SUNBLAZE R P7021
079892PT,ROSA SALMON SUNBLAZE R P10015
075353,ROSA ST. PATRICK
089112,ROSA SUNROSA TM RED
089102,ROSA SUNROSA TM SOFT PINK
089122,ROSA SUNROSA TM YELLOW
081502,ROSA SWEET SPOT TM PEACH PPAF
081492,ROSA SWEET SPOT TM RUBY PPAF
081392,ROSA SWEET SPOT TM YELLOW PPAF
081302,ROSA SWT SPOT TM CALYPSO PPAF
079363,ROSA TOPAZ JEWEL P6793
068953,ROSA TROPICANA
082053PT,ROSA VAVOOM TM PPAF
071943,ROSA WILDBERRY BREEZE PPAF
084955ST,ROSA-CL-ALL ABLAZE TM PP13107
070151,ROSA-CL-BANKSIAE ALBA PLENA
070155,ROSA-CL-BANKSIAE ALBA PLENA
070201,ROSA-CL-BANKSIAE LUTEA
070205,ROSA-CL-BANKSIAE LUTEA
060915ST,ROSA-CL-BLAZE OF GLORY
082275ST,ROSA-CL-CANDY LAND PPAF
090791SST,ROSA-CL-CECILE BRUNNER
090791ST,ROSA-CL-CECILE BRUNNER
090795ST,ROSA-CL-CECILE BRUNNER
037125ST,ROSA-CL-CRIMSON SKY TM PP18564
051105ST,ROSA-CL-EDEN CLIMBER R
051095ST,ROSA-CL-GARDEN SUN TM PPAF
075423,ROSA-CL-JACOB'S ROBE
069445ST,ROSA-CL-JOSEPH'S COAT
082025ST,ROSA-CL-PINATA
060895ST,ROSA-CL-SCENT FROM ABOVE
075413,ROSA-CL-SKY'S THE LIMIT TM PAF
075415ST,ROSA-CL-SKY'S THE LIMIT TM PAF
058912,ROSA-CL-WILLIAM BAFFIN
058915ST,ROSA-CL-WILLIAM BAFFIN
06269UT,ROSMARINUS BLUE SPIRES
062691,ROSMARINUS BLUE SPIRES
070321,ROSMARINUS HUNTINGTON CARPET
070325,ROSMARINUS HUNTINGTON CARPET
020491,ROSMARINUS OFF ARP
020492,ROSMARINUS OFF ARP
02130UT,ROSMARINUS OFF BBQ
021301,ROSMARINUS OFF BBQ
021305,ROSMARINUS OFF BBQ
084941,ROSMARINUS OFF SPICE ISLANDS
08494E,ROSMARINUS OFF SPICE ISLANDS
07028UT,ROSMARINUS OFF TUSCAN BLUE
070281,ROSMARINUS OFF TUSCAN BLUE
070282,ROSMARINUS OFF TUSCAN BLUE
070282PY,ROSMARINUS OFF TUSCAN BLUE
070285,ROSMARINUS OFF TUSCAN BLUE
070285PY,ROSMARINUS OFF TUSCAN BLUE
07028E,ROSMARINUS OFF TUSCAN BLUE
07028EGL,ROSMARINUS OFF TUSCAN BLUE
07028EPT,ROSMARINUS OFF TUSCAN BLUE
07028EPY,ROSMARINUS OFF TUSCAN BLUE
07028EST,ROSMARINUS OFF TUSCAN BLUE
04136UT,ROSMARINUS ROMAN BTY PP18192
041361,ROSMARINUS ROMAN BTY PP18192
041361S,ROSMARINUS ROMAN BTY PP18192
041361SPY,ROSMARINUS ROMAN BTY PP18192
041362,ROSMARINUS ROMAN BTY PP18192
079201,ROSULARIA CHRYSANTHA
070331,RUBUS BLACK SATIN BLACKBERRY
070331S,RUBUS BLACK SATIN BLACKBERRY
070332,RUBUS BLACK SATIN BLACKBERRY
070335,RUBUS BLACK SATIN BLACKBERRY
02596UT,RUBUS CALYCINOIDES
025961,RUBUS CALYCINOIDES
070341,RUBUS CANBY RED RASPBERRY
070341S,RUBUS CANBY RED RASPBERRY
070342,RUBUS CANBY RED RASPBERRY
070345,RUBUS CANBY RED RASPBERRY
070041,RUBUS HERITAGE RASPBERRY
070042,RUBUS HERITAGE RASPBERRY
067841,RUBUS IDEAUS FALL GOLD RASPBRY
067841S,RUBUS IDEAUS FALL GOLD RASPBRY
067842,RUBUS IDEAUS FALL GOLD RASPBRY
067845,RUBUS IDEAUS FALL GOLD RASPBRY
070061,RUBUS INDIAN SUMMER RASPBERRY
070061S,RUBUS INDIAN SUMMER RASPBERRY
094211,RUBUS KIWI GOLD RASPBERRY
075231,RUBUS MARION BLACKBERRY
075232,RUBUS MARION BLACKBERRY
075235,RUBUS MARION BLACKBERRY
067871,RUBUS PRIME-JIM R BKBRY P16989
067871S,RUBUS PRIME-JIM R BKBRY P16989
067872,RUBUS PRIME-JIM R BKBRY P16989
067875,RUBUS PRIME-JIM R BKBRY P16989
079382,RUBUS RSPBRY SHRTCKE TM P22141
069911,RUBUS THORNLESS BOYSENBERRY
074151,RUBUS TRIPLE CROWN BLACKBERRY
074151S,RUBUS TRIPLE CROWN BLACKBERRY
070081,RUBUS WILLAMETTE RASPBERRY
070082,RUBUS WILLAMETTE RASPBERRY
071111,RUDBECKIA ERLY BRD GLD PP20286
07101UT,RUDBECKIA FULGIDA GOLDSTURM
071011,RUDBECKIA FULGIDA GOLDSTURM
055421,RUDBECKIA HIR CHERRY BRANDY
070571,RUDBECKIA HIR CHIM CHIMINEE
011691,RUDBECKIA HIR INDIAN SUMMER
057471,RUDBECKIA HIR TIGER EYE
028081,RUDBECKIA TRILOBA
044192,RUELLIA BRITTONIANA
058791,RUELLIA ELEGANS RAGIN CAJUN TM
07027UT,RUELLIA KATIE
070271,RUELLIA KATIE
088861,RUELLIA KATIE PINK
05868UT,RUELLIA TWEEDIANA CHI CHI
058681,RUELLIA TWEEDIANA CHI CHI
025621,RUMEX SANGUINEUS
069691,RUSSELIA EQUISETIFORMIS
069691S,RUSSELIA EQUISETIFORMIS
02913UT,SAGINA SUBULATA
06239UT,SAGINA SUBULATA AUREA
070607,SALIX BABYLONICA
070465,SALIX CAP KILMARNOCK-SC PEND
070611,SALIX INTEGRA HAKURO NISHIKI
