Loc,Item,Description,Botanical Name,Common Name,Product,,,,,,,,,,,,,,,,
OR,039475,HOSTA ROSEDALE GOLDEN GOOSE,Hosta 'Rosedale Golden Goose'                               ,Rosedale Golden Goose Plantain Lily                         ,PRN,,,,,,,,,,,,,,,,
OR,075161,HOSTA THE RAZOR'S EDGE,Hosta x 'The Razor's Edge'                                  ,The Razor's Edge Plantain Lily                              ,PRN,,,,,,,,,,,,,,,,
OR,075162,HOSTA THE RAZOR'S EDGE,Hosta x 'The Razor's Edge'                                  ,The Razor's Edge Plantain Lily                              ,PRN,,,,,,,,,,,,,,,,
OR,016305,HOSTA TOKUDAMA FLAVOCIRCINALIS,Hosta tokudama 'Flavocircinalis'                            ,Flavocircinalis Plantain Lily                               ,PRN,,,,,,,,,,,,,,,,
OR,041851,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,PRN,,,,,,,,,,,,,,,,
OR,041852,HOSTA WIDE BRIM,Hosta x 'Wide Brim'                                         ,Wide Brim Plantain Lily                                     ,PRN,,,,,,,,,,,,,,,,
OR,088402,HUMULUS X NEWPORT,Humulus lupulus 'Newport'                                   ,Newport Common Hop                                          ,VIN,,,,,,,,,,,,,,,,
OR,074532S,HYD A INVINCE SPIRIT R PP20765,"Hydrangea arborescens 'NCHA1' P.P. #20,765, C.B.R.A.F.      ",Invincibelle®  Spirit Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,063832,HYD ANG GOLDEN CRANE R,Hydrangea angustipetala 'MonLongShou'                       ,Golden Crane®  Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,063835,HYD ANG GOLDEN CRANE R,Hydrangea angustipetala 'MonLongShou'                       ,Golden Crane®  Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,056452,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,056455,HYD ASPERA PLUM PASSION R,Hydrangea aspera                                            ,Plum Passion®  Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,092752,HYD BLUE ENCHANTRESS R PP25209,"Hydrangea macrophylla 'Monmar' PP #25,209                   ",Blue Enchantress®  Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,092755,HYD BLUE ENCHANTRESS R PP25209,"Hydrangea macrophylla 'Monmar' PP #25,209                   ",Blue Enchantress®  Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,074541S,HYD MAC CTYLN TM RIO,"Hydrangea macrophylla	'Ragra'                               ",Cityline®  Rio Bigleaf Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,074592S,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,074595,HYD MAC LD R MOONLIGHT PP20020,"Hydrangea	macrophylla 'Robert' P.P. #20,020, C.B.R.A.F.     ",Let's Dance®  Moonlight Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,086312S,HYD MAC LD R RHYTHMIC BLUE PAF,Hydrangea macrophylla 'ES14' P.P.A.F.                       ,Let's Dance®  Rhythmic Blue Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,074582S,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,074585,HYD MAC LD R STARLIGHT PP20019,"Hydrangea	macrophylla 'Lynn' P.P. #20,019, C.B.R.A.F.       ",Let's Dance®  Starlight Bigleaf Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,038775,HYD MAC MINI PENNY TM PP15744,"Hydrangea macrophylla 'Mini Penny' P.P. #15,744             ",Mini Penny™  Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,023755,HYD MAC PENNY MAC,Hydrangea macrophylla 'Penny Mac'                           ,Penny Mac Hydrangea                                         ,DCS,,,,,,,,,,,,,,,,
OR,042025,HYD PAN ANGEL'S BLUSH R P10751,"Hydrangea paniculata 'Ruby' P.P.# 10,751                    ",Angel's Blush®  Hydrangea,DCS,,,,,,,,,,,,,,,,
OR,024372S,HYD PAN LIMELIGHT PP12874,"Hydrangea	paniculata 'Limelight' P.P. #12,874, C.B.R. #2,319",Limelight Hardy Hydrangea                                   ,DCS,,,,,,,,,,,,,,,,
OR,035011,HYD PET MIRANDA,Hydrangea anomala petiolaris 'Miranda'                      ,Miranda Climbing Hydrangea                                  ,VIN,,,,,,,,,,,,,,,,
OR,035012,HYD PET MIRANDA,Hydrangea anomala petiolaris 'Miranda'                      ,Miranda Climbing Hydrangea                                  ,VIN,,,,,,,,,,,,,,,,
OR,035015,HYD PET MIRANDA,Hydrangea anomala petiolaris 'Miranda'                      ,Miranda Climbing Hydrangea                                  ,VIN,,,,,,,,,,,,,,,,
OR,041701,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,VIN,,,,,,,,,,,,,,,,
OR,041705,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,VIN,,,,,,,,,,,,,,,,
OR,041709,HYD PETIOLARIS,Hydrangea anomala petiolaris                                ,Climbing Hydrangea                                          ,VIN,,,,,,,,,,,,,,,,
OR,042565,HYD QUER PEE WEE,Hydrangea quercifolia 'Pee Wee'                             ,Pee Wee Oak Leaf Hydrangea                                  ,DCS,,,,,,,,,,,,,,,,
OR,056482,HYD SERRATA CHIRI-SAN SUE (DH),Hydrangea serrata 'Chiri-san Sue'                           ,Chiri-san Sue Mountain Hydrangea                            ,DCS,,,,,,,,,,,,,,,,
OR,056485,HYD SERRATA CHIRI-SAN SUE (DH),Hydrangea serrata 'Chiri-san Sue'                           ,Chiri-san Sue Mountain Hydrangea                            ,DCS,,,,,,,,,,,,,,,,
OR,065381,HYPERICUM AN IGNITE RED P19468,"Hypericum androsaemum 'Seifire' P.P. #19,468                ",Ignite Red St. John's Wort                                  ,DCS,,,,,,,,,,,,,,,,
OR,065382,HYPERICUM AN IGNITE RED P19468,"Hypericum androsaemum 'Seifire' P.P. #19,468                ",Ignite Red St. John's Wort                                  ,DCS,,,,,,,,,,,,,,,,
OR,042131,HYPERICUM FRONDOSUM SUNBURST,Hypericum frondosum 'Sunburst'                              ,Sunburst St. John's Wort                                    ,DCS,,,,,,,,,,,,,,,,
OR,080891S,HYPERICUM K BLUES FSTVL TM PAF,Hypericum kalmianum 'Blue & Gold' P.P.A.F.                  ,Blue & Gold St. John's Wort                                 ,DCS,,,,,,,,,,,,,,,,
OR,090981,IBERIS SEMP PURITY,Iberis sempervirens 'Purity'                                ,Purity Candytuft                                            ,PRN,,,,,,,,,,,,,,,,
OR,043055,ILEX AQ GOLD COAST R,Ilex aquifolium 'Monvila'                                   ,Gold Coast®  English Holly,EVS,,,,,,,,,,,,,,,,
OR,044902,ILEX CREN HELLERI,Ilex crenata 'Helleri'                                      ,Heller's Japanese Holly                                     ,EVS,,,,,,,,,,,,,,,,
OR,089972S,ILEX CREN PATTI O TM,                                                            ,                                                            ,EVS,,,,,,,,,,,,,,,,
OR,044931,ILEX CREN SKY PENCIL(SKY SNTRY,Ilex crenata 'Sky Pencil'                                   ,Sky Pencil Japanese Holly                                   ,EVS,,,,,,,,,,,,,,,,
OR,007595,ILEX CREN SOFT TOUCH,Ilex crenata 'Soft Touch'                                   ,Soft Touch Compact Holly                                    ,EVS,,,,,,,,,,,,,,,,
OR,092652,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,EVS,,,,,,,,,,,,,,,,
OR,092655,ILEX EMRLD COLONNADE R PP23905,"Ilex x 'RutHol1' P.P.#23,905                                ",Emerald Colonnade®  Holly,EVS,,,,,,,,,,,,,,,,
OR,086345,ILEX VERT BERRY POPPINS R,Ilex verticillata 'FarrowBPop' P.P.A.F.                     ,Berry Poppins™  Winterberry,DCS,,,,,,,,,,,,,,,,
OR,086355,ILEX VERT MR POPPINS R,Ilex verticillata 'FarrowMP' P.P.A.F.                       ,Mr. Poppins™  Winterberry,DCS,,,,,,,,,,,,,,,,
OR,045135,ILEX X BERRI-MAGIC R ROYALTY,Ilex x meserveae 'Blue Prince' & 'Blue Princess'            ,Berri-Magic®  Royalty Holly Combination,EVS,,,,,,,,,,,,,,,,
OR,045105,ILEX X BLUE GIRL,Ilex x meserveae 'Blue Girl'                                ,Blue Girl Holly                                             ,EVS,,,,,,,,,,,,,,,,
OR,045172,ILEX X BLUE PRINCESS,Ilex x meserveae 'Blue Princess'                            ,Blue Princess Holly                                         ,EVS,,,,,,,,,,,,,,,,
OR,074955,ILEX X CASTLE SPIRE R PP14310,"Ilex x meserveae 'Hachfee' P.P. #14,310                     ",Castle Spire®  Blue Holly,EVS,,,,,,,,,,,,,,,,
OR,031155,ILEX X HONEY MAID PP12060,Ilex x 'Honey Maid' P.P.# 12060                             ,Honey Maid Holly                                            ,EVS,,,,,,,,,,,,,,,,
OR,045351,ILEX X LITTLE RASCAL R P9999,"Ilex x 'Mondo' (Male) P.P.# 9,999                           ",Little Rascal®  Holly,EVS,,,,,,,,,,,,,,,,
OR,019652,ILEX X RED BEAUTY R PP14750,Ilex x 'Rutzan' P.P.# 14750                                 ,Red Beauty®  Holly,EVS,,,,,,,,,,,,,,,,
OR,021091,ILEX X SCALLYWAG TM PP21941,"Ilex x meservae 'MonNieves' P.P.# 21,941                    ",Scallywag™  Holly,EVS,,,,,,,,,,,,,,,,
OR,046361,IRIS SIB BENNERUP BLUE,Iris sibirica 'Bennerup Blue'                               ,Bennerup Blue Siberian Iris                                 ,PRN,,,,,,,,,,,,,,,,
OR,046011,IRIS SIB RUFFLED VELVET,Iris sibirica 'Ruffled Velvet'                              ,Ruffled Velvet Siberian Iris                                ,PRN,,,,,,,,,,,,,,,,
OR,046015,IRIS SIB RUFFLED VELVET,Iris sibirica 'Ruffled Velvet'                              ,Ruffled Velvet Siberian Iris                                ,PRN,,,,,,,,,,,,,,,,
OR,046901,JUN C GOLD COAST R,Juniperus x pfitzeriana 'Aurea Improved'                    ,Gold Coast®  Juniper,CON,,,,,,,,,,,,,,,,
OR,046902,JUN C GOLD COAST R,Juniperus x pfitzeriana 'Aurea Improved'                    ,Gold Coast®  Juniper,CON,,,,,,,,,,,,,,,,
OR,084905,JUN COMMUNIS VAR MONTANA,Juniperus communis var. montana (var. jackii)               ,Mountain Juniper                                            ,CON,,,,,,,,,,,,,,,,
OR,049251,JUN H BLUE CHIP,Juniperus horizontalis 'Blue Chip'                          ,Blue Chip Juniper                                           ,CON,,,,,,,,,,,,,,,,
OR,050201,JUN H YOUNGSTOWN,Juniperus horizontalis 'Youngstown'                         ,Youngstown Andorra Juniper                                  ,CON,,,,,,,,,,,,,,,,
OR,053305,JUN SC WICHITA BLUE,Juniperus scopulorum 'Wichita Blue'                         ,Wichita Blue Juniper                                        ,CON,,,,,,,,,,,,,,,,
OR,053392,JUN SQUA BLUE STAR,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,CON,,,,,,,,,,,,,,,,
OR,053395,JUN SQUA BLUE STAR,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,CON,,,,,,,,,,,,,,,,
OR,053395PT,JUN SQUA BLUE STAR,Juniperus squamata 'Blue Star'                              ,Blue Star Juniper                                           ,CON,,,,,,,,,,,,,,,,
OR,054191,KERRIA J PLENIFLORA,Kerria japonica 'Pleniflora'                                ,Double Flowered Japanese Rose                               ,DCS,,,,,,,,,,,,,,,,
OR,054195,KERRIA J PLENIFLORA,Kerria japonica 'Pleniflora'                                ,Double Flowered Japanese Rose                               ,DCS,,,,,,,,,,,,,,,,
OR,086671,KNIPH LEMON POPSICLE TM PPAF,"Kniphofia 'Lemon Popsicle' P.P. 24,01                       ",Lemon Popsicle Hot Poker                                    ,PRN,,,,,,,,,,,,,,,,
OR,080251,KNIPH MANGO POPSICLE TM PPAF,Kniphofia 'Mango Popsicle' P.P.A.F.                         ,Mango Popsicle™  Dwarf Poker,PRN,,,,,,,,,,,,,,,,
OR,080271,KNIPH REDHOT POPSICLE TM PPAF,Kniphofia 'Redhot Popsicle' P.P.A.F.                        ,Redhot Popsicle™  Poker,PRN,,,,,,,,,,,,,,,,
OR,043121,KNIPHOFIA HIR FIRE DANCE,Kniphofia hirsuta 'Fire Dance'                              ,Fire Dance Dwarf Poker                                      ,PRN,,,,,,,,,,,,,,,,
OR,054335,LABURNUM X WAT VOSSII,Laburnum x Watereri 'Vossii'                                ,Golden Chain Tree                                           ,TRE,,,,,,,,,,,,,,,,
OR,02490UT,LAMIUM M PURPLE DRAGON P15890,Lamium maculatum 'Purple Dragon' P.P.# 15890                ,Purple Dragon Dead Nettle                                   ,PRN,,,,,,,,,,,,,,,,
OR,057265,LARIX DECIDUA,Larix decidua                                               ,European Larch                                              ,CON,,,,,,,,,,,,,,,,
OR,057291,LAURUS NOBILIS,Laurus nobilis                                              ,Sweet Bay                                                   ,EVS,,,,,,,,,,,,,,,,
OR,057295,LAURUS NOBILIS,Laurus nobilis                                              ,Sweet Bay                                                   ,EVS,,,,,,,,,,,,,,,,
OR,05729UT,LAURUS NOBILIS,Laurus nobilis                                              ,Sweet Bay                                                   ,EVS,,,,,,,,,,,,,,,,
OR,021471,LAURUS NOBILIS EMERALD WAVE R,Laurus nobilis 'Monem'                                      ,Emerald Wave®  Sweet Bay,EVS,,,,,,,,,,,,,,,,
OR,021472,LAURUS NOBILIS EMERALD WAVE R,Laurus nobilis 'Monem'                                      ,Emerald Wave®  Sweet Bay,EVS,,,,,,,,,,,,,,,,
OR,021475,LAURUS NOBILIS EMERALD WAVE R,Laurus nobilis 'Monem'                                      ,Emerald Wave®  Sweet Bay,EVS,,,,,,,,,,,,,,,,
OR,074231,LAVAN INT RIVERINA TM THOMAS,Lavandula intermedia 'Riverina Thomas'                      ,Riverina Thomas French Lavender                             ,PRN,,,,,,,,,,,,,,,,
OR,009161,LAVANDULA ANG HIDCOTE,Lavandula angustifolia 'Hidcote Blue'                       ,Hidcote Blue English Lavender                               ,PRN,,,,,,,,,,,,,,,,
OR,028481,LAVANDULA THUMBELINA LE P15231,Lavandula angustifolia 'Thumbelina Leigh'                   ,Thumbelina Leigh English Lavender                           ,PRN,,,,,,,,,,,,,,,,
OR,028131,LAVANDULA X INT PROVENCE,Lavandula x intermedia 'Provence'                           ,Provence French Lavender                                    ,PRN,,,,,,,,,,,,,,,,
OR,060321,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Leucosceptrum japonicum 'Golden Angel'                      ,Golden Angel Japanese Shrub Mint                            ,PRN,,,,,,,,,,,,,,,,
OR,060325,LEUCOSCEPTRUM JAP GOLDEN ANGEL,Leucosceptrum japonicum 'Golden Angel'                      ,Golden Angel Japanese Shrub Mint                            ,PRN,,,,,,,,,,,,,,,,
OR,057881,LIATRIS SPI KOBOLD,Liatris spicata 'Kobold'                                    ,Kobold Gayfeather                                           ,PRN,,,,,,,,,,,,,,,,
OR,033342,LIGULARIA PRZEWALSKI,Ligularia przewalskii                                       ,Ragwort                                                     ,PRN,,,,,,,,,,,,,,,,
OR,058455,LIGUSTRUM VULGARE LODENSE,Ligustrum vulgare 'Lodense'                                 ,Lodense Privet                                              ,DCS,,,,,,,,,,,,,,,,
OR,058805,LIRIODENDRON MAJESTIC BEAUTY R,Liriodendron tulipifera 'Aureo-marginatum'                  ,Majestic Beauty®  Tulip Tree,TRE,,,,,,,,,,,,,,,,
OR,036805,LIRIODENDRON TULIPIFERA ARNOLD,Liriodendron tulipifera 'Arnold'                            ,Arnold Tulip Tree                                           ,TRE,,,,,,,,,,,,,,,,
OR,058941,LITHODORA GRACE WARD,Lithodora diffusa 'Grace Ward'                              ,Grace Ward Lithodora                                        ,PRN,,,,,,,,,,,,,,,,
OR,404612,LOBELIA SPEC FAN SCARLET,Lobelia x speciosa 'Fan Scarlet'                            ,Fan Scarlet Lobelia                                         ,PRN,,,,,,,,,,,,,,,,
OR,072511,LOBELIA X SPE RUSSIAN PRINCESS,Lobelia x speciosa 'Russian Princess'                       ,Russian Princess Lobelia                                    ,PRN,,,,,,,,,,,,,,,,
OR,059055ST,LONICERA JAP HALLIANA,Lonicera japonica 'Halliana'                                ,Hall's Japanese Honeysuckle                                 ,VIN,,,,,,,,,,,,,,,,
OR,059185,LONICERA PER BERRIES JUBILEE R,Lonicera periclymenum 'Monul'                               ,Berries Jubilee®  Woodbine Honeysuckle,VIN,,,,,,,,,,,,,,,,
OR,067835,LONICERA SEMP MAJOR WHEELER,Lonicera sempervirens 'Major Wheeler'                       ,Major Wheeler Coral Honeysuckle                             ,VIN,,,,,,,,,,,,,,,,
OR,059905,MAG LILIFLORA NIGRA,Magnolia liliiflora 'Nigra'                                 ,Purple Lily Magnolia                                        ,DCS,,,,,,,,,,,,,,,,
OR,060401,MAG STELLATA ROYAL STAR,Magnolia stellata 'Royal Star'                              ,Royal Star Magnolia                                         ,DCS,,,,,,,,,,,,,,,,
OR,059585TR,MAG X BLACK TULIP PPAF,Magnolia x soulangiana 'Jurmag1' P.P.A.F.                   ,Black Tulip™  Magnolia,TRE,,,,,,,,,,,,,,,,
OR,060701,MAHONIA AQUIFOLIUM,Mahonia aquifolium                                          ,Oregon Grape Holly                                          ,EVS,,,,,,,,,,,,,,,,
OR,060931,MAHONIA NERVOSA,Mahonia nervosa                                             ,Longleaf Mahonia                                            ,EVS,,,,,,,,,,,,,,,,
OR,060932,MAHONIA NERVOSA,Mahonia nervosa                                             ,Longleaf Mahonia                                            ,EVS,,,,,,,,,,,,,,,,
OR,060951,MAHONIA REPENS,Mahonia repens                                              ,Creeping Mahonia                                            ,EVS,,,,,,,,,,,,,,,,
OR,036652,MAHONIA X CHARITY,Mahonia x media 'Charity'                                   ,Charity Mahonia                                             ,EVS,,,,,,,,,,,,,,,,
OR,053582,MAHONIA X MED LIONEL FORTESCUE,Mahonia x media 'Lionel Fortescue'                          ,Lionel Fortescue Mahonia                                    ,EVS,,,,,,,,,,,,,,,,
OR,053585,MAHONIA X MED LIONEL FORTESCUE,Mahonia x media 'Lionel Fortescue'                          ,Lionel Fortescue Mahonia                                    ,EVS,,,,,,,,,,,,,,,,
OR,030575,MALUS CENTURION R,Malus x 'Centzan'                                           ,Centurion®  Crabapple,TRE,,,,,,,,,,,,,,,,
OR,018325,MALUS SARGENTII TINA,Malus sargentii 'Tina'                                      ,Tina Sargent Crabapple                                      ,TRE,,,,,,,,,,,,,,,,
OR,061145,MALUS X PRAIRIFIRE,Malus x 'Prairifire'                                        ,Prairifire Crabapple                                        ,TRE,,,,,,,,,,,,,,,,
OR,047251,MUKDENIA ROS CRIMSON FANS,Mukdenia rossii 'Crimson Fans'                              ,Red-Leafed Mukdenia                                         ,PRN,,,,,,,,,,,,,,,,
OR,062185,MYRICA PENSYLVANICA,Myrica pennsylvanica                                        ,Northern Bayberry                                           ,EVS,,,,,,,,,,,,,,,,
OR,062332,NAND DOM HARBOUR DWARF,Nandina domestica 'Harbour Dwarf'                           ,Harbour Dwarf Heavenly Bamboo                               ,EVS,,,,,,,,,,,,,,,,
OR,055661,OPHIOPOGON FORMOSANUM,Ophiopogon formosanum                                       ,Taiwan Mondo Grass                                          ,GRS,,,,,,,,,,,,,,,,
OR,063231,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,,,,,,,,,,,,,,,,
OR,063232,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,,,,,,,,,,,,,,,,
OR,063235,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,,,,,,,,,,,,,,,,
OR,06323UT,OSMANTHUS HET GOSHIKI,Osmanthus heterophyllus 'Goshiki'                           ,Goshiki False Holly                                         ,EVS,,,,,,,,,,,,,,,,
OR,077131,OSTEO AVALANCHE PP22705,"Osteospermum 'Avalanche' P.P. 22,705                        ",Avalanche White Sun Daisy                                   ,PRN,,,,,,,,,,,,,,,,
OR,079331,OSTEO LAVENDER MIST R,Osteospermum sp Lavender Mist® ,Lavender Mist®  Sun Daisy,PRN,,,,,,,,,,,,,,,,
OR,079351,OSTEO PURPLE MOUNTAIN R,Osteospermum barberiae var. compactum Purple Mountain{{#174},Purple Mountain®  Sun Daisy,PRN,,,,,,,,,,,,,,,,
OR,063351,PACHYSANDRA TERM GREEN SHEEN,Pachysandra terminalis 'Green Sheen'                        ,Green Sheen Japanese Spurge                                 ,PRN,,,,,,,,,,,,,,,,
OR,06335UT,PACHYSANDRA TERM GREEN SHEEN,Pachysandra terminalis 'Green Sheen'                        ,Green Sheen Japanese Spurge                                 ,PRN,,,,,,,,,,,,,,,,
OR,093191,PACHYSANDRA WINDCLIFF FRAGRANT,Pachysandra axillaris 'Windcliff Fragrant'                  ,Windcliff Fragrant Pachysandra                              ,PRN,,,,,,,,,,,,,,,,
OR,081521S,PARTH Q RED WALL TM PPAF,Parthenocissus quinquefolia 'Troki' P.P.A.F.                ,Red Wall™  Virginia Creeper,VIN,,,,,,,,,,,,,,,,
OR,081522S,PARTH Q RED WALL TM PPAF,Parthenocissus quinquefolia 'Troki' P.P.A.F.                ,Red Wall™  Virginia Creeper,VIN,,,,,,,,,,,,,,,,
OR,081525,PARTH Q RED WALL TM PPAF,Parthenocissus quinquefolia 'Troki' P.P.A.F.                ,Red Wall™  Virginia Creeper,VIN,,,,,,,,,,,,,,,,
OR,002505,PARTH TRI VEITCHII,Parthenocissus tricuspidata 'Veitchii'                      ,Boston Ivy                                                  ,VIN,,,,,,,,,,,,,,,,
OR,409001,PENST ROCK CANDY TM PINK PPAF,Penstemon 'Novapenpin' P.P.A.F.                             ,Rock Candy™  Pink Penstemon,PRN,,,,,,,,,,,,,,,,
OR,409011,PENST ROCK CANDY TM PRPL PPAF,Penstemon 'Novapenpur' P.P.A.F.                             ,Rock Candy™  Purple Penstemon,PRN,,,,,,,,,,,,,,,,
OR,066811,PENSTEMON X PRETTY PETTICOAT,Penstemon x 'Pretty Petticoat'                              ,Pretty Petticoat Beardtongue                                ,PRN,,,,,,,,,,,,,,,,
OR,064211,PEROVSKIA ATRIPLICIFOLIA,Perovskia atriplicifolia                                    ,Russian Sage                                                ,PRN,,,,,,,,,,,,,,,,
OR,064215,PEROVSKIA ATRIPLICIFOLIA,Perovskia atriplicifolia                                    ,Russian Sage                                                ,PRN,,,,,,,,,,,,,,,,
OR,405201,PHLOX PAN BUBBLEGUM PINK,"Phlox paniuculata 'DITOFRA' P.P.# 21,171                    ",Candy Store®  Bubblegum Pink™  Phlox,PRN,,,,,,,,,,,,,,,,
OR,405221,PHLOX PAN CORAL CREME DROP,"Phlox paniculata 'Ditomdre' P.P.# 20,907                    ",Candy Store®  Coral Cr{{#232}}me Drop Garden Phlox,PRN,,,,,,,,,,,,,,,,
OR,405231,PHLOX PAN GRAPE LOLLIPOP,"Phlox paniculata 'Ditomsur' P.P.# 21,171                    ",Candy Store®  Grape Lollipop™  Phlox,PRN,,,,,,,,,,,,,,,,
OR,064341,PHLOX SUB CANDY STRIPE,Phlox subulata 'Candy Stripe'                               ,Candy Stripe Creeping Phlox                                 ,PRN,,,,,,,,,,,,,,,,
OR,06445UT,PHLOX SUB EMERALD BLUE,Phlox subulata 'Emerald Blue'                               ,Emerald Blue Creeping Phlox                                 ,PRN,,,,,,,,,,,,,,,,
OR,064601,PHLOX SUB RED WINGS,Phlox subulata 'Red Wings'                                  ,Red Wings Creeping Phlox                                    ,PRN,,,,,,,,,,,,,,,,
OR,06460UT,PHLOX SUB RED WINGS,Phlox subulata 'Red Wings'                                  ,Red Wings Creeping Phlox                                    ,PRN,,,,,,,,,,,,,,,,
OR,085861,PHYGELIUS CAPENSIS MAGENTA,Phygelius capensis 'Magenta'                                ,Magenta Cape Fuchsia                                        ,PRN,,,,,,,,,,,,,,,,
OR,034655,PHYSOCARPUS CENTER GLOW P16894,Physocarpus opulifolius 'Center Glow' P.P.# 16894           ,Center Glow Ninebark                                        ,DCS,,,,,,,,,,,,,,,,
OR,063935,PHYSOCARPUS DIABOLO R P11211,"Physocarpus opulifolius 'Monlo' P.P. #11,211                ",Diabolo®  Ninebark,DCS,,,,,,,,,,,,,,,,
OR,064525,PICEA ABIES,Picea abies                                                 ,Norway Spruce                                               ,CON,,,,,,,,,,,,,,,,
OR,064552,PICEA ABIES LITTLE GEM,Picea abies 'Little Gem'                                    ,Little Gem Norway Spruce                                    ,CON,,,,,,,,,,,,,,,,
OR,064561,PICEA ABIES NIDIFORMIS,Picea abies 'Nidiformis'                                    ,Nest Spruce                                                 ,CON,,,,,,,,,,,,,,,,
OR,064565,PICEA ABIES NIDIFORMIS,Picea abies 'Nidiformis'                                    ,Nest Spruce                                                 ,CON,,,,,,,,,,,,,,,,
OR,064577ST,PICEA ABIES PENDULA,Picea abies 'Pendula'                                       ,Weeping Norway Spruce                                       ,CON,,,,,,,,,,,,,,,,
OR,049015,PICEA BICOLOR PROSTRATA,                                                            ,                                                            ,CON,,,,,,,,,,,,,,,,
OR,033265,PICEA ENG BUSH'S LACE,Picea engelmannii 'Bush's Lace'                             ,Bush's Lace Engleman Spruce                                 ,CON,,,,,,,,,,,,,,,,
OR,064621,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,064622,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,064622SP,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,064625,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,064625SP,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,064629,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,06462M,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,06462MP3,PICEA GL CONICA,Picea glauca 'Conica'                                       ,Dwarf Alberta Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,019371,PICEA GL CONICA TINY TOWER R,Picea glauca conica 'MonRon'                                ,Tiny Tower®  Alberta Spruce,CON,,,,,,,,,,,,,,,,
OR,019372,PICEA GL CONICA TINY TOWER R,Picea glauca conica 'MonRon'                                ,Tiny Tower®  Alberta Spruce,CON,,,,,,,,,,,,,,,,
OR,01937E,PICEA GL CONICA TINY TOWER R,Picea glauca conica 'MonRon'                                ,Tiny Tower®  Alberta Spruce,CON,,,,,,,,,,,,,,,,
OR,033275,PICEA GL DENSATA WELLS' WEEPER,Picea glauca 'Wells' Weeper'                                ,Wells' Weeper Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,064475,PICEA MARIANA NANA,Picea mariana 'Nana'                                        ,Dwarf Black Spruce                                          ,CON,,,,,,,,,,,,,,,,
OR,04761M,PICEA OMORIKA SKY TRAILS,Picea omorika 'Sky Trails'                                  ,Sky Trails Serbian Spruce                                   ,CON,,,,,,,,,,,,,,,,
OR,064815,PICEA ORIEN ATROVIRENS,Picea orientalis 'Atrovirens'                               ,Oriental Spruce                                             ,CON,,,,,,,,,,,,,,,,
